Id,Date,Schl,Location,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
406,3/18/18,Cincinnati,N,Nevada,L 73-75,200,27,66,0.409,22,49,0.449,5,17,0.294,14,17,0.824,73
407,3/17/11,Wisconsin,N,Belmont,W 72-58,200,20,40,0.5,8,18,0.444,12,22,0.545,20,25,0.8,72
408,3/18/11,Kansas,N,Boston U.,W 72-53,200,29,57,0.509,20,37,0.541,9,20,0.45,5,8,0.625,72
409,3/25/11,VCU,N,Florida State,W 72-71 (OT),225,24,53,0.453,12,27,0.444,12,26,0.462,12,20,0.6,72
410,3/13/12,Iona,N,BYU,L 72-78,200,31,70,0.443,25,45,0.556,6,25,0.24,4,8,0.5,72
411,3/15/12,Syracuse,N,UNC Asheville,W 72-65,200,25,56,0.446,20,33,0.606,5,23,0.217,17,24,0.708,72
412,3/16/12,Purdue,N,Saint Mary's,W 72-69,200,26,57,0.456,21,41,0.512,5,16,0.313,15,18,0.833,72
413,3/24/12,Louisville,N,Florida,W 72-68,200,27,60,0.45,21,44,0.477,6,16,0.375,12,15,0.8,72
414,3/19/13,Liberty,N,N.C. A&T,L 72-73,200,23,54,0.426,13,31,0.419,10,23,0.435,16,18,0.889,72
415,3/21/13,Missouri,N,Colorado State,L 72-84,200,24,57,0.421,17,34,0.5,7,23,0.304,17,19,0.895,72
416,3/22/13,NC State,N,Temple,L 72-76,201,29,52,0.558,25,39,0.641,4,13,0.308,10,16,0.625,72
417,3/23/13,Butler,N,Marquette,L 72-74,200,24,56,0.429,13,32,0.406,11,24,0.458,13,19,0.684,72
418,3/28/13,Wichita State,N,La Salle,W 72-58,200,30,67,0.448,25,55,0.455,5,12,0.417,7,9,0.778,72
419,4/6/13,Louisville,N,Wichita State,W 72-68,200,22,49,0.449,13,24,0.542,9,25,0.36,19,29,0.655,72
420,3/27/14,Stanford,N,Dayton,L 72-82,200,22,58,0.379,17,37,0.459,5,21,0.238,23,33,0.697,72
,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
421,3/30/14,Michigan,N,Kentucky,L 72-75,200,27,57,0.474,20,39,0.513,7,18,0.389,11,14,0.786,72
422,3/19/15,Texas Southern,N,Arizona,L 72-93,200,24,51,0.471,19,39,0.487,5,12,0.417,19,30,0.633,72
423,3/19/15,VCU,N,Ohio State,L 72-75 (OT),225,24,63,0.381,14,37,0.378,10,26,0.385,14,19,0.737,72
424,3/20/15,Coastal Caro.,N,Wisconsin,L 72-86,200,28,58,0.483,21,46,0.457,7,12,0.583,9,11,0.818,72
425,3/22/15,Oklahoma,N,Dayton,W 72-66,200,22,49,0.449,13,31,0.419,9,18,0.5,19,24,0.792,72
426,3/22/15,Wisconsin,N,Oregon,W 72-65,200,22,51,0.431,15,28,0.536,7,23,0.304,21,29,0.724,72
427,3/26/15,UNC,N,Wisconsin,L 72-79,200,26,56,0.464,18,43,0.419,8,13,0.615,12,18,0.667,72
428,3/17/16,Buffalo,N,Miami (FL),L 72-79,200,23,59,0.39,13,33,0.394,10,26,0.385,16,22,0.727,72
429,3/18/16,Iowa,N,Temple,W 72-70 (OT),225,24,69,0.348,17,41,0.415,7,28,0.25,17,22,0.773,72
430,3/18/16,Texas,N,Northern Iowa,L 72-75,200,25,56,0.446,16,33,0.485,9,23,0.391,13,18,0.722,72
431,3/16/17,Minnesota,N,Middle Tenn.,L 72-81,200,24,52,0.462,18,31,0.581,6,21,0.286,18,21,0.857,72
432,3/17/17,Creighton,N,Rhode Island,L 72-84,200,26,65,0.4,19,42,0.452,7,23,0.304,13,19,0.684,72
433,3/19/17,UNC,N,Arkansas,W 72-65,200,24,63,0.381,19,46,0.413,5,17,0.294,19,25,0.76,72
434,3/19/17,Rhode Island,N,Oregon,L 72-75,200,30,59,0.508,24,37,0.649,6,22,0.273,6,8,0.75,72
435,3/22/18,Texas A&M,N,Michigan,L 72-99,200,32,67,0.478,29,52,0.558,3,15,0.2,5,10,0.5,72
436,3/17/11,St. John's (NY),N,Gonzaga,L 71-86,200,27,58,0.466,20,43,0.465,7,15,0.467,10,15,0.667,71
437,3/19/11,Butler,N,Pitt,W 71-70,200,24,52,0.462,12,25,0.48,12,27,0.444,11,14,0.786,71
438,3/19/11,Kentucky,N,West Virginia,W 71-63,200,24,50,0.48,18,32,0.563,6,18,0.333,17,24,0.708,71
439,3/19/11,San Diego State,N,Temple,W 71-64 (2OT),250,28,65,0.431,22,54,0.407,6,11,0.545,9,9,1,71
440,3/20/11,Michigan,N,Duke,L 71-73,200,27,53,0.509,20,32,0.625,7,21,0.333,10,11,0.909,71
,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
441,3/20/11,Florida State,N,Notre Dame,W 71-57,200,22,48,0.458,13,29,0.448,9,19,0.474,18,25,0.72,71
442,3/25/11,Florida State,N,VCU,L 71-72 (OT),225,26,71,0.366,19,52,0.365,7,19,0.368,12,18,0.667,71
443,3/26/11,Florida,N,Butler,L 71-74 (OT),225,25,57,0.439,22,43,0.512,3,14,0.214,18,22,0.818,71
444,3/27/11,VCU,N,Kansas,W 71-61,200,21,53,0.396,9,28,0.321,12,25,0.48,17,22,0.773,71
445,3/14/12,Vermont,N,Lamar,W 71-59,200,25,50,0.5,21,39,0.538,4,11,0.364,17,24,0.708,71
446,3/16/12,Florida,N,Virginia,W 71-45,200,28,53,0.528,24,30,0.8,4,23,0.174,11,17,0.647,71
447,3/17/12,Iowa State,N,Kentucky,L 71-87,200,25,61,0.41,22,39,0.564,3,22,0.136,18,25,0.72,71
448,3/20/13,Boise State,N,La Salle,L 71-80,200,26,53,0.491,19,35,0.543,7,18,0.389,12,18,0.667,71
449,3/21/13,Michigan,N,S Dakota St.,W 71-56,200,28,55,0.509,19,35,0.543,9,20,0.45,6,9,0.667,71
450,3/22/13,Villanova,N,UNC,L 71-78,200,27,61,0.443,23,40,0.575,4,21,0.19,13,19,0.684,71
451,3/24/13,San Diego State,N,Fla. Gulf Coast,L 71-81,200,27,61,0.443,19,38,0.5,8,23,0.348,9,13,0.692,71
452,3/28/13,Marquette,N,Miami (FL),W 71-61,200,27,50,0.54,24,44,0.545,3,6,0.5,14,19,0.737,71
453,3/29/13,Duke,N,Michigan State,W 71-61,200,20,49,0.408,13,31,0.419,7,18,0.389,24,26,0.923,71
454,3/18/14,Albany (NY),N,Mt. St. Mary's,W 71-64,200,27,47,0.574,25,38,0.658,2,9,0.222,15,19,0.789,71
455,3/20/14,Louisville,N,Manhattan,W 71-64,200,20,55,0.364,16,42,0.381,4,13,0.308,27,35,0.771,71
456,3/21/14,Duke,N,Mercer,L 71-78,200,22,62,0.355,7,25,0.28,15,37,0.405,12,13,0.923,71
457,3/21/14,Memphis,N,George Washington,W 71-66,200,27,55,0.491,21,33,0.636,6,22,0.273,11,16,0.688,71
458,3/28/14,Tennessee,N,Michigan,L 71-73,200,30,57,0.526,27,46,0.587,3,11,0.273,8,14,0.571,71
459,3/20/15,Northern Iowa,N,Wyoming,W 71-54,200,23,50,0.46,14,32,0.438,9,18,0.5,16,18,0.889,71
460,3/21/15,NC State,N,Villanova,W 71-68,200,24,53,0.453,21,42,0.5,3,11,0.273,20,27,0.741,71
,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
461,4/4/15,Wisconsin,N,Kentucky,W 71-64,200,23,48,0.479,16,31,0.516,7,17,0.412,18,22,0.818,71
462,3/17/16,Butler,N,Texas Tech,W 71-61,200,25,51,0.49,16,34,0.471,9,17,0.529,12,16,0.75,71
463,3/18/16,Xavier,N,Weber State,W 71-53,200,30,62,0.484,23,48,0.479,7,14,0.5,4,4,1,71
464,3/19/16,Duke,N,Yale,W 71-64,200,23,50,0.46,12,27,0.444,11,23,0.478,14,16,0.875,71
465,3/25/16,Iowa State,N,Virginia,L 71-84,200,27,52,0.519,20,34,0.588,7,18,0.389,10,15,0.667,71
466,3/15/17,Providence,N,USC,L 71-75,200,25,51,0.49,16,31,0.516,9,20,0.45,12,17,0.706,71
467,3/16/17,UNC Wilmington,N,Virginia,L 71-76,200,25,61,0.41,15,35,0.429,10,26,0.385,11,17,0.647,71
468,3/17/17,Seton Hall,N,Arkansas,L 71-77,200,26,69,0.377,20,52,0.385,6,17,0.353,13,21,0.619,71
469,3/18/17,Notre Dame,N,West Virginia,L 71-83,200,22,54,0.407,12,26,0.462,10,28,0.357,17,17,1,71
470,3/23/17,Arizona,N,Xavier,L 71-73,200,27,62,0.435,20,35,0.571,7,27,0.259,10,11,0.909,71
471,4/3/17,UNC,N,Gonzaga,W 71-65,200,26,73,0.356,22,46,0.478,4,27,0.148,15,26,0.577,71
472,3/13/18,Radford,N,LIU-Brooklyn,W 71-61,200,28,59,0.475,22,42,0.524,6,17,0.353,9,13,0.692,71
473,3/18/18,Marshall,N,West Virginia,L 71-94,200,22,56,0.393,10,30,0.333,12,26,0.462,15,21,0.714,71
474,3/25/18,Villanova,N,Texas Tech,W 71-59,200,19,57,0.333,15,33,0.455,4,24,0.167,29,35,0.829,71
475,3/15/11,Clemson,N,UAB,W 70-52,200,26,50,0.52,22,37,0.595,4,13,0.308,14,16,0.875,70
476,3/16/11,UTSA,N,Alabama State,W 70-61,200,23,54,0.426,19,38,0.5,4,16,0.25,20,30,0.667,70
477,3/19/11,Pitt,N,Butler,L 70-71,200,26,46,0.565,20,35,0.571,6,11,0.545,12,18,0.667,70
478,3/19/11,Wisconsin,N,Kansas State,W 70-65,200,21,50,0.42,12,30,0.4,9,20,0.45,19,23,0.826,70
479,3/20/11,Arizona,N,Texas,W 70-69,200,24,54,0.444,16,40,0.4,8,14,0.571,14,22,0.636,70
480,4/2/11,Butler,N,VCU,W 70-62,200,21,59,0.356,13,36,0.361,8,23,0.348,20,26,0.769,70
,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
481,3/15/12,Harvard,N,Vanderbilt,L 70-79,200,25,56,0.446,16,32,0.5,9,24,0.375,11,14,0.786,70
482,3/15/12,Kansas State,N,Southern Miss,W 70-64,200,21,42,0.5,19,30,0.633,2,12,0.167,26,34,0.765,70
483,3/16/12,Duke,N,Lehigh,L 70-75,200,24,58,0.414,18,32,0.563,6,26,0.231,16,23,0.696,70
484,3/18/12,Xavier,N,Lehigh,W 70-58,200,24,54,0.444,17,39,0.436,7,15,0.467,15,21,0.714,70
485,3/23/12,Xavier,N,Baylor,L 70-75,200,24,56,0.429,21,41,0.512,3,15,0.2,19,24,0.792,70
486,3/24/12,Syracuse,N,Ohio State,L 70-77,200,22,53,0.415,16,37,0.432,6,16,0.375,20,25,0.8,70
487,3/25/12,Baylor,N,Kentucky,L 70-82,200,25,64,0.391,21,50,0.42,4,14,0.286,16,19,0.842,70
488,3/22/13,Iona,N,Ohio State,L 70-95,200,23,65,0.354,17,37,0.459,6,28,0.214,18,21,0.857,70
489,3/22/13,San Diego State,N,Oklahoma,W 70-55,200,24,56,0.429,18,41,0.439,6,15,0.4,16,17,0.941,70
490,3/23/13,Gonzaga,N,Wichita State,L 70-76,200,21,59,0.356,13,36,0.361,8,23,0.348,20,29,0.69,70
491,3/23/13,Michigan State,N,Memphis,W 70-48,200,26,52,0.5,22,36,0.611,4,16,0.25,14,22,0.636,70
492,3/24/13,Kansas,N,UNC,W 70-58,200,24,55,0.436,19,41,0.463,5,14,0.357,17,21,0.81,70
493,3/28/13,Arizona,N,Ohio State,L 70-73,201,23,52,0.442,17,34,0.5,6,18,0.333,18,20,0.9,70
494,3/30/13,Wichita State,N,Ohio State,W 70-66,200,22,59,0.373,14,39,0.359,8,20,0.4,18,23,0.783,70
495,3/21/14,Virginia,N,Coastal Caro.,W 70-59,200,21,40,0.525,13,23,0.565,8,17,0.471,20,25,0.8,70
496,3/27/14,Arizona,N,San Diego State,W 70-64,200,23,48,0.479,18,36,0.5,5,12,0.417,19,25,0.76,70
497,3/20/15,Michigan State,N,Georgia,W 70-63,200,26,57,0.456,19,39,0.487,7,18,0.389,11,19,0.579,70
498,3/26/15,Wichita State,N,Notre Dame,L 70-81,200,26,65,0.4,23,47,0.489,3,18,0.167,15,19,0.789,70
499,3/29/15,Louisville,N,Michigan State,L 70-76 (OT),225,23,64,0.359,19,53,0.358,4,11,0.364,20,29,0.69,70
500,3/15/16,Wichita State,N,Vanderbilt,W 70-50,200,22,59,0.373,15,40,0.375,7,19,0.368,19,25,0.76,70
501,3/17/16,Providence,N,USC,W 70-69,200,25,62,0.403,16,38,0.421,9,24,0.375,11,14,0.786,70
502,3/18/16,Syracuse,N,Dayton,W 70-51,200,21,53,0.396,13,31,0.419,8,22,0.364,20,23,0.87,70
503,3/18/16,Temple,N,Iowa,L 70-72 (OT),225,30,66,0.455,26,48,0.542,4,18,0.222,6,9,0.667,70
504,3/18/16,Notre Dame,N,Michigan,W 70-63,200,25,43,0.581,17,28,0.607,8,15,0.533,12,15,0.8,70
505,3/18/16,Stephen F. Austin,N,West Virginia,W 70-56,200,17,55,0.309,10,32,0.313,7,23,0.304,29,39,0.744,70
506,3/16/17,Vermont,N,Purdue,L 70-80,200,27,61,0.443,17,34,0.5,10,27,0.37,6,10,0.6,70
507,3/17/17,Northern Ky.,N,Kentucky,L 70-79,200,26,73,0.356,18,41,0.439,8,32,0.25,10,11,0.909,70
508,3/19/17,Michigan State,N,Kansas,L 70-90,200,25,57,0.439,17,34,0.5,8,23,0.348,12,17,0.706,70
509,3/24/17,South Carolina,N,Baylor,W 70-50,200,23,50,0.46,15,30,0.5,8,20,0.4,16,23,0.696,70
510,3/26/17,Florida,N,South Carolina,L 70-77,200,25,60,0.417,18,34,0.529,7,26,0.269,13,14,0.929,70
511,3/15/18,Texas Tech,N,Stephen F. Austin,W 70-60,200,25,54,0.463,21,38,0.553,4,16,0.25,16,24,0.667,70
512,3/18/18,Xavier,N,Florida State,L 70-75,200,23,49,0.469,18,36,0.5,5,13,0.385,19,30,0.633,70
513,3/17/11,Richmond,N,Vanderbilt,W 69-66,200,26,56,0.464,14,32,0.438,12,24,0.5,5,12,0.417,69
514,3/18/11,Notre Dame,N,Akron,W 69-56,200,21,47,0.447,14,30,0.467,7,17,0.412,20,26,0.769,69
515,3/19/11,UConn,N,Cincinnati,W 69-58,200,19,44,0.432,13,28,0.464,6,16,0.375,25,30,0.833,69
516,3/20/11,Texas,N,Arizona,L 69-70,200,24,53,0.453,21,42,0.5,3,11,0.273,18,22,0.818,69
517,3/27/11,UNC,N,Kentucky,L 69-76,200,27,62,0.435,24,46,0.522,3,16,0.188,12,15,0.8,69
518,3/15/12,Louisville,N,Davidson,W 69-62,200,21,52,0.404,20,47,0.426,1,5,0.2,26,36,0.722,69
519,3/16/12,Saint Mary's,N,Purdue,L 69-72,200,27,64,0.422,23,39,0.59,4,25,0.16,11,13,0.846,69
520,3/31/12,Kentucky,N,Louisville,W 69-61,200,28,49,0.571,26,42,0.619,2,7,0.286,11,20,0.55,69
,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
521,3/29/13,Oregon,N,Louisville,L 69-77,200,27,61,0.443,22,47,0.468,5,14,0.357,10,17,0.588,69
522,3/19/14,Texas Southern,N,Cal Poly,L 69-81,200,24,50,0.48,20,37,0.541,4,13,0.308,17,22,0.773,69
523,3/20/14,New Mexico St.,N,San Diego State,L 69-73 (OT),225,26,65,0.4,21,49,0.429,5,16,0.313,12,20,0.6,69
524,3/21/14,Eastern Ky.,N,Kansas,L 69-80,200,22,57,0.386,10,26,0.385,12,31,0.387,13,16,0.813,69
525,3/27/14,Wisconsin,N,Baylor,W 69-52,200,26,51,0.51,20,35,0.571,6,16,0.375,11,20,0.55,69
526,3/28/14,Louisville,N,Kentucky,L 69-74,200,26,53,0.491,22,38,0.579,4,15,0.267,13,23,0.565,69
527,3/19/15,Notre Dame,N,Northeastern,W 69-65,200,27,47,0.574,25,41,0.61,2,6,0.333,13,18,0.722,69
528,3/20/15,Oklahoma,N,Albany (NY),W 69-60,200,25,57,0.439,18,33,0.545,7,24,0.292,12,16,0.75,69
529,3/22/15,West Virginia,N,Maryland,W 69-59,200,24,60,0.4,17,41,0.415,7,19,0.368,14,19,0.737,69
530,3/17/16,USC,N,Providence,L 69-70,200,28,52,0.538,22,39,0.564,6,13,0.462,7,13,0.538,69
531,3/17/16,Fresno State,N,Utah,L 69-80,200,26,53,0.491,19,35,0.543,7,18,0.389,10,12,0.833,69
532,3/19/16,Butler,N,Virginia,L 69-77,200,25,54,0.463,18,39,0.462,7,15,0.467,12,17,0.706,69
533,3/20/16,Oregon,N,St. Joseph's,W 69-64,200,21,53,0.396,15,29,0.517,6,24,0.25,21,25,0.84,69
534,3/24/16,Miami (FL),N,Villanova,L 69-92,200,25,47,0.532,15,30,0.5,10,17,0.588,9,13,0.692,69
535,3/18/17,Arizona,N,Saint Mary's,W 69-60,200,23,51,0.451,19,40,0.475,4,11,0.364,19,23,0.826,69
536,3/19/17,Louisville,N,Michigan,L 69-73,200,28,61,0.459,23,41,0.561,5,20,0.25,8,12,0.667,69
537,3/23/17,Oregon,N,Michigan,W 69-68,200,26,58,0.448,18,41,0.439,8,17,0.471,9,16,0.563,69
538,3/16/18,Providence,N,Texas A&M,L 69-73,200,27,62,0.435,21,42,0.5,6,20,0.3,9,12,0.75,69
539,3/16/18,Kansas State,N,Creighton,W 69-59,200,23,50,0.46,14,31,0.452,9,19,0.474,14,25,0.56,69
540,3/17/18,Texas Tech,N,Florida,W 69-66,200,28,63,0.444,22,48,0.458,6,15,0.4,7,14,0.5,69
,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
541,3/22/18,Loyola (IL),N,Nevada,W 69-68,200,29,52,0.558,24,39,0.615,5,13,0.385,6,8,0.75,69
542,3/23/18,Duke,N,Syracuse,W 69-65,200,22,56,0.393,17,30,0.567,5,26,0.192,20,28,0.714,69
543,3/31/18,Michigan,N,Loyola (IL),W 69-57,200,25,59,0.424,18,31,0.581,7,28,0.25,12,18,0.667,69
544,3/17/11,Utah State,N,Kansas State,L 68-73,200,23,50,0.46,17,32,0.531,6,18,0.333,16,21,0.762,68
545,3/17/11,San Diego State,N,Northern Colo.,W 68-50,200,27,66,0.409,18,44,0.409,9,22,0.409,5,8,0.625,68
546,3/18/11,Washington,N,Georgia,W 68-65,200,26,60,0.433,22,42,0.524,4,18,0.222,12,14,0.857,68
547,3/15/12,Baylor,N,S Dakota St.,W 68-60,200,23,52,0.442,15,32,0.469,8,20,0.4,14,20,0.7,68
548,3/15/12,BYU,N,Marquette,L 68-88,200,23,61,0.377,16,42,0.381,7,19,0.368,15,22,0.682,68
549,3/15/12,Colorado,N,UNLV,W 68-64,200,22,48,0.458,15,36,0.417,7,12,0.583,17,27,0.63,68
550,3/15/12,Long Beach St.,N,New Mexico,L 68-75,200,28,65,0.431,24,49,0.49,4,16,0.25,8,14,0.571,68
551,3/22/12,Florida,N,Marquette,W 68-58,200,24,59,0.407,17,32,0.531,7,27,0.259,13,15,0.867,68
552,3/24/12,Florida,N,Louisville,L 68-72,200,24,48,0.5,16,28,0.571,8,20,0.4,12,18,0.667,68
553,3/20/13,James Madison,N,LIU-Brooklyn,W 68-55,200,26,56,0.464,18,33,0.545,8,23,0.348,8,12,0.667,68
554,3/21/13,Butler,N,Bucknell,W 68-56,200,20,55,0.364,17,38,0.447,3,17,0.176,25,28,0.893,68
555,3/21/13,Harvard,N,New Mexico,W 68-62,200,22,42,0.524,14,24,0.583,8,18,0.444,16,20,0.8,68
556,3/21/13,Oregon,N,Oklahoma State,W 68-55,201,23,59,0.39,15,37,0.405,8,22,0.364,14,21,0.667,68
557,3/22/13,Georgetown,N,Fla. Gulf Coast,L 68-78,200,24,64,0.375,17,37,0.459,7,27,0.259,13,20,0.65,68
558,4/6/13,Wichita State,N,Louisville,L 68-72,200,22,54,0.407,16,34,0.471,6,20,0.3,18,24,0.75,68
559,3/20/14,BYU,N,Oregon,L 68-87,200,20,61,0.328,15,42,0.357,5,19,0.263,23,30,0.767,68
560,3/21/14,Arizona,N,Weber State,W 68-59,200,26,47,0.553,19,33,0.576,7,14,0.5,9,16,0.563,68
,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
561,3/27/14,UCLA,N,Florida,L 68-79,200,27,64,0.422,24,46,0.522,3,18,0.167,11,15,0.733,68
562,3/20/15,West Virginia,N,Buffalo,W 68-62,200,22,49,0.449,17,33,0.515,5,16,0.313,19,27,0.704,68
563,3/21/15,Villanova,N,NC State,L 68-71,200,19,61,0.311,10,33,0.303,9,28,0.321,21,23,0.913,68
564,3/22/15,Duke,N,San Diego State,W 68-49,200,30,55,0.545,24,41,0.585,6,14,0.429,2,2,1,68
565,3/22/15,Iowa,N,Gonzaga,L 68-87,200,28,60,0.467,23,45,0.511,5,15,0.333,7,10,0.7,68
566,3/26/15,Arizona,N,Xavier,W 68-60,200,22,54,0.407,15,32,0.469,7,22,0.318,17,19,0.895,68
567,3/28/15,Kentucky,N,Notre Dame,W 68-66,200,25,47,0.532,21,39,0.538,4,8,0.5,14,20,0.7,68
568,4/6/15,Duke,N,Wisconsin,W 68-63,200,24,51,0.471,20,40,0.5,4,11,0.364,16,20,0.8,68
569,3/17/16,Gonzaga,N,Seton Hall,W 68-52,200,24,56,0.429,18,39,0.462,6,17,0.353,14,21,0.667,68
570,3/18/16,Cal St Bakersfield,N,Oklahoma,L 68-82,200,26,58,0.448,21,40,0.525,5,18,0.278,11,14,0.786,68
571,3/20/16,Iowa,N,Villanova,L 68-87,200,27,60,0.45,20,36,0.556,7,24,0.292,7,13,0.538,68
572,3/24/16,Duke,N,Oregon,L 68-82,200,26,59,0.441,19,37,0.514,7,22,0.318,9,15,0.6,68
573,3/26/16,Oregon,N,Oklahoma,L 68-80,200,21,54,0.389,17,33,0.515,4,21,0.19,22,30,0.733,68
574,3/27/16,Syracuse,N,Virginia,W 68-62,200,21,57,0.368,15,39,0.385,6,18,0.333,20,25,0.8,68
575,3/16/17,Northwestern,N,Vanderbilt,W 68-66,200,26,53,0.491,20,39,0.513,6,14,0.429,10,18,0.556,68
576,3/23/17,Michigan,N,Oregon,L 68-69,200,25,58,0.431,14,27,0.519,11,31,0.355,7,7,1,68
577,3/15/18,Gonzaga,N,UNC Greensboro,W 68-64,200,25,59,0.424,20,36,0.556,5,23,0.217,13,25,0.52,68
578,3/15/18,Arizona,N,Buffalo,L 68-89,200,29,64,0.453,27,46,0.587,2,18,0.111,8,11,0.727,68
579,3/16/18,Cincinnati,N,Georgia State,W 68-53,200,24,62,0.387,15,32,0.469,9,30,0.3,11,14,0.786,68
580,3/16/18,Murray State,N,West Virginia,L 68-85,200,21,51,0.412,14,28,0.5,7,23,0.304,19,23,0.826,68
,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
581,3/16/18,New Mexico St.,N,Clemson,L 68-79,200,24,62,0.387,15,37,0.405,9,25,0.36,11,17,0.647,68
582,3/22/18,Nevada,N,Loyola (IL),L 68-69,200,24,58,0.414,17,31,0.548,7,27,0.259,13,14,0.929,68
583,3/19/11,Gonzaga,N,BYU,L 67-89,200,24,57,0.421,22,48,0.458,2,9,0.222,17,21,0.81,67
584,3/24/11,San Diego State,N,UConn,L 67-74,200,27,64,0.422,20,42,0.476,7,22,0.318,6,13,0.462,67
585,3/16/12,LIU-Brooklyn,N,Michigan State,L 67-89,200,22,50,0.44,14,33,0.424,8,17,0.471,15,23,0.652,67
586,3/16/12,Xavier,N,Notre Dame,W 67-63,200,22,44,0.5,17,34,0.5,5,10,0.5,18,27,0.667,67
587,3/25/12,UNC,N,Kansas,L 67-80,200,28,64,0.438,26,47,0.553,2,17,0.118,9,12,0.75,67
588,4/2/12,Kentucky,N,Kansas,W 67-59,200,23,56,0.411,17,42,0.405,6,14,0.429,15,21,0.714,67
589,3/19/13,Saint Mary's,N,Middle Tenn.,W 67-54,200,21,46,0.457,13,32,0.406,8,14,0.571,17,25,0.68,67
590,3/22/13,Creighton,N,Cincinnati,W 67-63,200,19,42,0.452,12,27,0.444,7,15,0.467,22,25,0.88,67
591,3/20/14,Florida,N,Albany (NY),W 67-55,200,25,49,0.51,22,37,0.595,3,12,0.25,14,18,0.778,67
592,3/21/14,UMass,N,Tennessee,L 67-86,200,28,66,0.424,25,55,0.455,3,11,0.273,8,11,0.727,67
593,3/19/15,UNC,N,Harvard,W 67-65,200,27,49,0.551,22,42,0.524,5,7,0.714,8,13,0.615,67
594,3/20/15,Belmont,N,Virginia,L 67-79,200,27,57,0.474,19,32,0.594,8,25,0.32,5,6,0.833,67
595,3/21/15,Notre Dame,N,Butler,W 67-64 (OT),225,22,51,0.431,16,31,0.516,6,20,0.3,17,22,0.773,67
596,3/21/15,Georgia State,N,Xavier,L 67-75,200,26,46,0.565,20,32,0.625,6,14,0.429,9,13,0.692,67
597,3/16/16,Michigan,N,Tulsa,W 67-62,200,24,59,0.407,18,34,0.529,6,25,0.24,13,16,0.813,67
598,3/17/16,Colorado,N,UConn,L 67-74,200,23,51,0.451,21,41,0.512,2,10,0.2,19,30,0.633,67
599,3/17/16,Fla. Gulf Coast,N,UNC,L 67-83,200,25,58,0.431,23,47,0.489,2,11,0.182,15,24,0.625,67
600,3/18/16,Oregon State,N,VCU,L 67-75,200,25,60,0.417,18,43,0.419,7,17,0.412,10,15,0.667,67
601,3/19/16,Kentucky,N,Indiana,L 67-73,200,24,57,0.421,20,41,0.488,4,16,0.25,15,19,0.789,67
602,3/14/17,Mt. St. Mary's,N,New Orleans,W 67-66,200,25,47,0.532,15,28,0.536,10,19,0.526,7,13,0.538,67
603,3/15/17,UC-Davis,N,N.C. Central,W 67-63,200,22,48,0.458,17,32,0.531,5,16,0.313,18,22,0.818,67
604,3/19/17,Cincinnati,N,UCLA,L 67-79,200,26,58,0.448,19,38,0.5,7,20,0.35,8,10,0.8,67
605,3/15/18,Iona,N,Duke,L 67-89,200,26,60,0.433,21,36,0.583,5,24,0.208,10,14,0.714,67
606,3/15/18,Houston,N,San Diego State,W 67-65,200,22,59,0.373,17,46,0.37,5,13,0.385,18,24,0.75,67
607,3/16/18,Florida State,N,Missouri,W 67-54,199,21,49,0.429,14,34,0.412,7,15,0.467,18,31,0.581,67
608,3/17/11,Wofford,N,BYU,L 66-74,200,22,56,0.393,18,37,0.486,4,19,0.211,18,24,0.75,66
609,3/17/11,Temple,N,Penn State,W 66-64,200,24,49,0.49,19,31,0.613,5,18,0.278,13,15,0.867,66
610,3/17/11,Vanderbilt,N,Richmond,L 66-69,200,23,46,0.5,17,33,0.515,6,13,0.462,14,23,0.609,66
611,3/18/11,Marquette,N,Xavier,W 66-55,200,24,45,0.533,19,33,0.576,5,12,0.417,13,19,0.684,66
