Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
21,Baylor,37,23,14,0.622,15.07,7.13,9,9,15,5,4,7,2811,2456,68.5,96.4,0.324,0.296,0.489,50.3,53.1,9.2,8.3,0.452,16.1,34.9,0.224
22,Belmont,33,26,7,0.788,10.37,-0.96,14,2,13,0,9,4,2533,2129,68.1,94.4,0.372,0.372,0.517,53.2,54.6,9.4,11.8,0.477,21.8,36.8,0.264
23,Bethune-Cookman,34,14,20,0.412,-9.54,-6.44,7,9,9,4,2,14,2283,2318,67.2,100.7,0.475,0.304,0.545,53.4,57.1,8.8,9.2,0.506,19.7,35.1,0.323
24,Binghamton,30,3,27,0.1,-18.52,-3.7,1,15,2,12,1,14,1676,2081,66.2,104.8,0.315,0.406,0.53,54.6,60.9,11.8,6.1,0.509,14.8,33.9,0.2
25,Boise State,32,21,11,0.656,9.44,5.27,9,7,14,1,5,8,2343,2095,66.3,98.3,0.407,0.384,0.541,48.9,56.6,8.7,8.1,0.502,18.2,26.5,0.287
26,Boston College,33,16,17,0.485,6.09,7.03,7,11,12,6,3,7,2215,2246,64,105.8,0.291,0.323,0.538,53,48.7,8.9,9,0.511,15.4,33.3,0.203
27,Boston University,30,17,13,0.567,-0.6,-3.93,11,5,9,3,7,9,2035,1935,65.5,97.7,0.332,0.326,0.514,54.9,50.1,8.9,9.3,0.474,18.4,34.6,0.241
28,Bowling Green State,32,13,19,0.406,-3.32,-1.75,7,9,11,5,1,12,2010,2033,63.9,97.8,0.335,0.312,0.513,52.5,53.5,11.4,7.4,0.479,17.5,33.9,0.23
29,Bradley,35,18,17,0.514,1.25,1.97,7,11,14,4,4,10,2371,2396,66.1,102.8,0.353,0.371,0.548,53.7,57.2,8.8,8.2,0.51,18.8,35,0.261
30,Brigham Young,36,24,12,0.667,10.66,3.75,10,6,15,3,7,5,2777,2502,71.1,97.8,0.369,0.352,0.514,49.6,57.9,8.8,8,0.479,16.8,30.2,0.249
31,Brown,28,13,15,0.464,-6.33,-3.03,7,7,8,5,5,10,1748,1800,63.7,98.8,0.33,0.345,0.518,50.1,54.9,11.6,9,0.488,16.3,29.1,0.222
32,Bryant,31,19,12,0.613,-2.08,-4.72,12,6,11,5,8,7,2294,2212,67,106.1,0.302,0.393,0.544,51.6,55.5,10.1,11.2,0.518,15.3,33.3,0.209
33,Bucknell,34,28,6,0.824,6.95,-1.96,12,2,14,1,12,4,2277,1966,62.6,92.3,0.291,0.309,0.463,47.7,48.9,7.2,5.8,0.425,12.6,26.5,0.205
34,Buffalo,34,14,20,0.412,-1.94,-0.35,7,9,9,6,4,10,2275,2287,64.9,102.8,0.365,0.314,0.514,49.4,52.3,11.3,9.5,0.472,14.9,34.9,0.262
35,Butler,36,27,9,0.75,10.99,6.08,11,5,14,2,7,4,2495,2299,64.9,98.1,0.355,0.31,0.508,46.6,49.2,10,9.1,0.468,15.2,28.9,0.25
36,Cal Poly,32,18,14,0.563,-0.46,-0.62,12,6,13,1,4,12,2074,2020,60,104.3,0.368,0.345,0.554,51.8,58.9,6.5,10.4,0.523,17.3,31.2,0.256
37,Cal State Bakersfield,30,14,16,0.467,-6.44,-2.17,0,0,9,4,3,11,2041,2070,67.7,100.3,0.487,0.346,0.551,52.8,56,9,9.3,0.51,19.7,32.9,0.338
38,Cal State Fullerton,32,14,18,0.438,-2.97,-3.03,6,12,6,7,6,10,2451,2381,70.2,106,0.355,0.32,0.561,57.4,58.3,8.1,8.6,0.533,19.5,39.8,0.245
39,Cal State Northridge,31,14,17,0.452,-3.89,-1.93,5,13,6,7,5,10,2333,2309,71.5,104.1,0.383,0.36,0.566,50,56.5,9.5,8.6,0.535,19.4,33.5,0.267
40,UC-Davis,31,14,17,0.452,-3.5,-2.57,9,9,6,7,6,9,2210,2239,67.3,106.9,0.31,0.357,0.53,52.4,58.3,11.3,9.5,0.496,13.4,33,0.223
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
41,UC-Irvine,37,21,16,0.568,0.17,-0.66,11,7,13,1,5,13,2558,2418,67,96.5,0.371,0.297,0.479,51.1,52.5,9.1,7.6,0.435,13.9,32.8,0.258
42,UC-Riverside,31,6,25,0.194,-11.49,-1.71,3,15,5,9,1,14,1829,2062,64.5,102.7,0.32,0.396,0.536,50.4,58.8,10.1,9,0.501,16,30.8,0.232
43,UC-Santa Barbara,31,11,20,0.355,-4.22,0.4,7,11,8,6,3,13,2003,2090,64.2,103.7,0.372,0.362,0.527,51.5,58.9,10.3,8.3,0.488,15.5,34.1,0.264
44,University of California,33,21,12,0.636,10.65,7.77,12,6,11,5,6,5,2218,2123,66.5,96.4,0.325,0.293,0.48,50,51.1,8.9,7.2,0.443,14.3,33.2,0.223
45,Campbell,33,13,20,0.394,-10.25,-5.55,7,9,8,8,4,9,2284,2395,67.7,104.8,0.378,0.324,0.539,54.1,56.7,10.4,7.4,0.506,17.4,39.4,0.26
46,Canisius,34,20,14,0.588,2.37,-0.99,11,7,12,4,8,9,2499,2385,66.8,104.2,0.324,0.365,0.536,51.4,59.6,9.9,10.3,0.504,17,36.6,0.23
47,Central Arkansas,30,13,17,0.433,-10.87,-6.12,7,11,8,7,5,8,2294,2359,73.2,104.8,0.403,0.272,0.533,54.1,56.2,9.9,8.7,0.504,16.8,40,0.262
48,Central Connecticut State,30,13,17,0.433,-8.24,-4.04,9,9,6,6,7,10,2186,2312,70.7,107.2,0.293,0.352,0.541,57.4,55.8,8.1,7.4,0.517,16,40,0.198
49,Central Florida,31,20,11,0.645,3.44,0.96,9,7,14,5,5,6,2194,2079,66.5,100,0.254,0.329,0.504,51.2,56.3,11.4,8.6,0.478,16,36.6,0.173
50,Central Michigan,31,11,20,0.355,-6.14,-1.21,4,12,6,6,2,13,2092,2226,65.5,108.8,0.339,0.356,0.568,55.3,57.8,9.1,13,0.544,17.3,37.7,0.23
51,Charleston Southern,32,19,13,0.594,-2.07,-5.62,12,4,11,3,6,9,2361,2144,68.1,97.6,0.291,0.365,0.511,50.1,50.1,8.7,11.1,0.479,17.3,32.5,0.207
52,Charlotte,33,21,12,0.636,2.69,2.75,8,8,12,3,5,7,2229,2231,68.2,98.4,0.393,0.362,0.512,49.4,51,10.9,9.4,0.469,17.4,34.4,0.277
53,Chattanooga,32,13,19,0.406,-10.47,-4.97,8,10,8,9,4,9,2218,2318,68.8,104.4,0.324,0.434,0.558,49.4,65.9,10.8,9.3,0.531,17.3,30.6,0.226
54,Chicago State,33,11,22,0.333,-11.77,-4.91,3,5,8,5,2,16,2151,2276,68.2,99.2,0.46,0.337,0.545,54.9,56.6,10,8.5,0.503,20.9,36.4,0.322
55,Cincinnati,34,22,12,0.647,14.46,6.93,9,9,13,5,4,5,2262,2006,64.9,89.9,0.327,0.304,0.469,48.3,53.8,8.8,8.8,0.433,17.4,33.4,0.218
56,Citadel,30,8,22,0.267,-16.99,-5.45,5,13,5,8,3,12,1931,2195,65,112.2,0.28,0.366,0.566,54.7,51.7,13.7,8.2,0.54,16.1,40.1,0.203
57,Clemson,31,13,18,0.419,5.82,4.44,5,13,8,7,3,9,1907,1864,62.2,96.6,0.329,0.305,0.5,52.1,52.9,8.8,7.6,0.468,17.4,34.7,0.22
58,Cleveland State,32,14,18,0.438,-7.34,-0.16,5,11,9,5,3,13,2051,2226,65.4,105.9,0.433,0.338,0.567,54.1,62.5,10,10.3,0.522,18.9,36.8,0.323
59,Coastal Carolina,29,14,15,0.483,-5.61,-5.22,9,7,12,4,2,11,1943,1840,65.6,96.2,0.381,0.419,0.521,48.5,55.2,9.3,7.6,0.484,20.2,34.2,0.264
60,Colgate,32,11,21,0.344,-8.73,-2.58,5,9,7,5,3,16,2033,2230,66.4,104.6,0.33,0.344,0.524,52.2,53.9,9.7,8.2,0.491,13.2,29.5,0.23
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
61,College of Charleston,35,24,11,0.686,0.17,-3.86,14,4,10,7,11,2,2297,2176,63.8,97.4,0.263,0.292,0.486,48.2,42.4,11.2,7.8,0.452,13.3,30.2,0.189
62,Colorado State,35,26,9,0.743,13.65,5.89,11,5,16,1,6,6,2553,2229,64.6,98.3,0.364,0.371,0.513,43.1,43.8,8,8,0.477,14.9,25.9,0.249
63,Colorado,33,21,12,0.636,11.95,7.95,10,8,12,3,5,7,2230,2098,65.7,95.4,0.253,0.365,0.488,49.8,46.8,10.1,10.1,0.459,16.5,33.1,0.175
64,Columbia,28,12,16,0.429,-3.25,-3.48,4,10,6,7,5,9,1746,1694,61.3,98.7,0.396,0.29,0.528,51.5,50.9,7.9,11.3,0.489,17.8,29.4,0.279
65,Connecticut,30,20,10,0.667,11.88,7.42,10,8,13,3,4,5,2096,1962,64.9,97.2,0.31,0.31,0.488,55.6,51,10,10.2,0.453,16.8,40.1,0.214
66,Coppin State,32,8,24,0.25,-12.65,-4.2,5,11,4,7,4,15,2035,2277,69.3,101,0.375,0.367,0.529,58.8,57.9,10.5,12.8,0.499,19.7,43.6,0.248
67,Cornell,31,13,18,0.419,-7.27,-2.37,5,9,4,10,7,8,2040,2168,67.2,104.1,0.366,0.363,0.564,53,58.8,9.6,11.3,0.531,18.3,30.2,0.263
68,Creighton,36,28,8,0.778,16.44,5.16,13,5,15,2,7,5,2680,2274,65,97.2,0.261,0.332,0.488,48.4,51.1,10.2,7.8,0.459,13.9,29.2,0.178
69,Dartmouth,28,9,19,0.321,-9.21,-3.17,5,9,6,7,3,12,1719,1844,64.1,102.3,0.415,0.334,0.547,53.4,54,10.1,11.1,0.501,18.6,33.3,0.308
70,Davidson,34,26,8,0.765,7.27,-3.45,17,1,12,1,9,4,2490,2110,64.8,95.5,0.368,0.264,0.497,50.7,41,8.5,8.8,0.452,16.3,30.7,0.264
71,Dayton,31,17,14,0.548,9.36,4.27,7,9,13,4,2,8,2225,2067,66.4,99.7,0.375,0.329,0.53,49.2,59.9,8.8,10.3,0.492,18.3,33.2,0.264
72,Delaware State,33,15,18,0.455,-11.19,-5.9,8,8,8,3,5,12,1997,2094,62.3,100,0.321,0.287,0.513,54.7,57.3,10.8,9.7,0.482,18.2,40.8,0.218
73,Delaware,33,19,14,0.576,-0.78,-0.81,13,5,9,4,8,7,2276,2275,66.6,101.9,0.33,0.311,0.499,50.2,51.4,10.3,7.5,0.465,13.5,34,0.224
74,Denver,32,22,10,0.688,9.2,0.26,16,2,14,2,8,7,2076,1790,59.7,93.3,0.41,0.245,0.52,57.8,44.3,8,8.6,0.473,22.6,37.3,0.296
75,DePaul,32,11,21,0.344,1.71,5.61,2,16,7,10,4,8,2284,2409,71.4,104.2,0.362,0.255,0.547,55.7,53.2,11.2,10.2,0.515,18.4,40.1,0.251
76,Detroit Mercy,33,20,13,0.606,6.71,1.62,12,4,13,2,7,10,2568,2340,70.1,101.1,0.352,0.337,0.559,52.7,51.7,7.5,9.6,0.527,20.5,34,0.25
77,Drake,32,15,17,0.469,3.43,5.14,7,11,9,6,4,7,2296,2319,68.5,104.6,0.387,0.356,0.553,54.2,56.4,11,10.3,0.509,16.6,31.3,0.291
78,Drexel,31,13,18,0.419,-1.08,-0.98,9,9,5,8,7,7,1953,1956,61.4,100.8,0.434,0.31,0.534,49.4,48.1,9.1,9.5,0.487,16.6,28.6,0.314
79,Duke,36,30,6,0.833,21.43,9.54,14,4,16,0,5,4,2778,2350,68.2,95.7,0.327,0.269,0.496,52.7,40,7.3,8.1,0.455,17.5,34.7,0.237
80,Duquesne,30,8,22,0.267,-4.54,3.5,1,15,6,9,2,12,2028,2269,69.4,108.2,0.328,0.345,0.541,54.1,58.8,10.3,11.3,0.515,14.8,36.9,0.222
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
81,East Carolina,35,23,12,0.657,2.56,0.81,9,7,17,4,6,7,2679,2484,70,100.4,0.315,0.269,0.504,53.2,58.7,9,9.3,0.475,16.2,37.3,0.211
82,East Tennessee State,32,10,22,0.313,-13.15,-2.25,8,10,5,8,5,10,1994,2284,66.1,107.5,0.324,0.431,0.562,56.7,65.4,10.9,9.9,0.537,18.3,38.2,0.222
83,Eastern Illinois,32,11,21,0.344,-8.93,-5.09,6,10,5,9,4,11,1933,2055,60.7,105.4,0.379,0.404,0.568,53,61.4,10.1,12.1,0.54,18.9,33.3,0.261
84,Eastern Kentucky,35,25,10,0.714,1.66,-3.92,12,4,15,1,9,8,2586,2303,65.6,99.5,0.434,0.341,0.551,56.9,58.9,9.7,10.8,0.506,22.7,40.5,0.318
85,Eastern Michigan,34,16,18,0.471,-6.25,-1.25,7,9,13,5,2,12,1926,2011,61,96.5,0.357,0.441,0.495,53.6,72.8,12.3,6.6,0.463,19.3,41,0.234
86,Eastern Washington,31,10,21,0.323,-10.77,-5.48,7,13,7,7,2,13,2146,2310,68.4,107.2,0.362,0.286,0.518,54.8,61.2,10.5,11.8,0.481,13.3,38.1,0.254
87,Elon,33,21,12,0.636,-3.58,-5.19,13,5,12,3,8,8,2273,2144,66.7,96.3,0.358,0.304,0.502,53.4,48.9,9.6,6.3,0.464,17.1,32,0.248
88,Evansville,36,21,15,0.583,5.26,2.91,10,8,15,3,5,11,2490,2374,65.7,99.3,0.352,0.331,0.537,52.8,54.7,8.6,9,0.506,19,32.5,0.242
89,Fairfield,35,19,16,0.543,-0.55,-2,9,9,7,5,7,10,2122,2071,62,94.7,0.456,0.243,0.495,51.9,42.6,11.3,10.5,0.444,18.5,35.8,0.316
90,Fairleigh Dickinson,31,7,24,0.226,-18,-4.65,2,16,2,10,3,14,2034,2448,69.1,113.3,0.357,0.323,0.556,58.8,58.8,12.2,8.2,0.526,14.6,42.9,0.248
91,Florida A&M,31,8,23,0.258,-16.14,-6.21,5,11,6,4,1,17,2015,2235,70.2,101.1,0.412,0.294,0.533,56.8,53,10.6,10.2,0.499,19.4,42.6,0.276
92,Florida Atlantic,32,14,18,0.438,-5.88,-2.49,9,11,11,4,3,13,2092,2164,66.3,100.5,0.362,0.287,0.493,52,46,11.2,10.1,0.454,14.4,37.1,0.248
93,Florida Gulf Coast,37,26,11,0.703,2.76,-2.07,13,5,15,1,6,9,2696,2469,69.5,95,0.332,0.379,0.5,51.7,55.8,10.3,8.3,0.465,19,35.4,0.228
94,Florida International,32,18,14,0.563,-2.08,-2.11,11,9,10,3,6,10,2210,2209,69.6,99.2,0.371,0.367,0.541,55.3,58.8,9.5,11.2,0.511,21.8,39.8,0.25
95,Florida State,34,18,16,0.529,5.67,7.23,9,9,10,8,3,7,2278,2331,66.3,103.4,0.348,0.324,0.53,54.4,53.7,10.8,8.6,0.497,17.5,40,0.241
96,Florida,37,29,8,0.784,23.86,6.83,14,4,15,0,7,5,2642,2012,62.9,86.4,0.299,0.328,0.464,48.6,50.9,9.3,7.9,0.433,19.4,31,0.195
97,Fordham,31,7,24,0.226,-6.9,4.59,3,13,4,7,1,15,1997,2353,68.8,110.3,0.448,0.351,0.55,50.6,58.8,11.6,9.7,0.51,13.9,35,0.313
98,Fresno State,30,11,19,0.367,3.31,6.56,5,11,6,8,5,10,1798,1829,62.1,97.3,0.471,0.305,0.503,55.5,52,7.7,10.8,0.456,18,38.1,0.318
99,Furman,31,7,24,0.226,-17.46,-5.29,3,15,5,9,1,14,1869,2180,64.7,108.7,0.294,0.306,0.547,54.9,57.4,11.4,7.5,0.519,15.2,36.8,0.209
100,Gardner-Webb,34,21,13,0.618,-3.22,-5.93,11,5,12,3,6,9,2236,2066,64.3,92.9,0.343,0.326,0.505,50.1,51,10.4,7.6,0.477,20.6,34.1,0.221
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
101,George Mason,38,22,16,0.579,2.01,-0.17,10,8,10,7,8,6,2587,2504,65.8,99.1,0.445,0.359,0.519,51.8,53.5,8.8,9,0.473,18.6,37.5,0.312
102,George Washington,30,13,17,0.433,4.22,3.49,7,9,7,7,5,9,1988,1966,68.1,95.9,0.327,0.292,0.508,48.7,49.5,13.9,9.9,0.474,18.4,34.1,0.227
103,Georgetown,32,25,7,0.781,15.84,7.59,14,4,16,1,6,3,2070,1806,62.4,89,0.353,0.34,0.469,51.6,56.7,10,9.6,0.43,19.1,34.1,0.235
104,Georgia Southern,33,14,19,0.424,-9.67,-5.02,7,11,7,6,5,11,2050,2148,63.1,102,0.375,0.34,0.529,53.7,50.5,10.2,8.7,0.493,17.8,37.1,0.26
105,Georgia State,31,15,16,0.484,-2.04,-2.4,10,8,9,7,6,9,2114,2075,64.1,103.1,0.366,0.401,0.544,53.8,60,8.2,11.4,0.509,18.1,35.3,0.258
106,Georgia Tech,31,16,15,0.516,6.6,4.67,6,12,11,6,3,7,1993,1933,66.3,93.7,0.33,0.328,0.487,49.9,55.7,9.3,10.5,0.454,16.5,30.6,0.22
107,Georgia,32,15,17,0.469,5.31,6.09,9,9,12,6,3,8,1946,1971,62.4,97.1,0.379,0.375,0.49,50.2,49,12,9.7,0.45,15.7,33,0.258
108,Gonzaga,35,32,3,0.914,20.47,4.18,16,0,15,1,10,1,2696,2095,65.3,91.7,0.294,0.387,0.482,46.7,47.6,9.5,8.5,0.449,18.1,32.2,0.2
109,Grambling,28,0,28,0,-35.85,-9.17,0,18,0,9,0,18,1391,2138,65.6,116.3,0.349,0.335,0.545,60.5,56.5,15.5,10.7,0.522,12.1,47.1,0.226
110,Green Bay,34,18,16,0.529,1.67,-0.27,10,6,12,3,4,12,2247,2142,64.1,97.5,0.332,0.356,0.513,48.7,55.5,11.2,8.2,0.472,16.1,29.1,0.245
111,Hampton,31,14,17,0.452,-9.35,-7.84,11,5,7,7,7,8,1936,1983,68.9,91.3,0.425,0.318,0.48,51,49.9,10.1,10.6,0.438,19,35.4,0.277
112,Hartford,31,17,14,0.548,-5.84,-4.71,10,6,10,5,7,8,1863,1898,64.2,95.3,0.415,0.312,0.529,56.2,47,10.7,10.7,0.494,21.6,34.7,0.279
113,Harvard,30,20,10,0.667,3.95,0.16,11,3,13,1,6,8,2049,1924,63.8,99.2,0.31,0.283,0.524,53.7,48.8,9.7,9.9,0.488,18.2,34.4,0.225
114,Hawaii,32,17,15,0.531,-1.73,-2.37,10,8,12,7,4,7,2336,2305,69.7,102.9,0.318,0.373,0.523,48.4,55.2,10.5,7.2,0.491,14.8,32.4,0.222
115,High Point,31,17,14,0.548,-4.66,-7.25,12,4,10,5,6,8,2221,2052,67.4,97.4,0.397,0.325,0.508,50.3,51.1,8.7,7,0.472,17.5,34.4,0.264
116,Hofstra,32,7,25,0.219,-10.76,-1.92,4,14,6,9,1,14,1873,2132,64.9,101.8,0.361,0.33,0.523,53.1,55.9,12.2,12.7,0.484,17.2,37.4,0.256
117,Holy Cross,30,12,18,0.4,-6.14,-2.97,4,10,7,5,4,12,1834,1929,62.3,102.8,0.311,0.362,0.51,52.6,56.4,9.1,10.6,0.477,13.5,32.8,0.217
118,Houston Baptist,31,14,17,0.452,-15.17,-8.03,3,5,7,5,3,12,1982,2080,69.6,94.9,0.409,0.263,0.508,52.3,48.1,13.2,9.6,0.465,19.8,35.9,0.285
119,Houston,33,20,13,0.606,-0.3,-3.77,7,9,14,4,5,8,2578,2420,70.1,101.9,0.337,0.332,0.516,49.9,54.6,9.2,8.1,0.484,15.8,34.1,0.23
120,Howard,31,7,24,0.226,-14.42,-5.35,4,12,5,7,2,13,1615,1868,62.1,97.1,0.368,0.349,0.505,52.8,52.9,10.7,8.4,0.468,19,38.5,0.25
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
121,Idaho State,30,6,24,0.2,-12.98,-4.85,5,15,5,7,1,14,1710,1928,60.4,105.5,0.337,0.385,0.545,57.5,58.8,9.2,9.9,0.517,17.8,38,0.23
122,Idaho,30,12,18,0.4,-2.19,0.33,7,11,6,8,6,8,2050,2079,63.3,108.5,0.306,0.348,0.536,48.5,47.1,10.5,8.5,0.509,12.2,31.2,0.209
123,Illinois-Chicago,34,18,16,0.529,-1.78,-0.69,7,9,12,4,4,10,2136,2134,63.8,97.4,0.342,0.34,0.503,54.1,55.1,8.6,10.3,0.462,16.9,34.6,0.244
124,Illinois State,33,18,15,0.545,9.63,3.72,8,10,11,5,5,8,2460,2265,69.3,98.3,0.34,0.358,0.519,52.6,54.4,9,6.7,0.484,18.2,33.8,0.238
125,Illinois,36,23,13,0.639,13.23,10.08,8,10,12,4,6,6,2465,2332,65.5,98.6,0.358,0.355,0.521,53.4,53.3,8.4,9.1,0.485,18.6,36.9,0.251
126,Indiana State,33,18,15,0.545,5.08,5.64,9,9,11,3,4,10,2159,2164,65.3,98.9,0.387,0.31,0.507,53,51.3,10.3,6.4,0.466,15.8,32.6,0.27
