Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
254,Saint Joseph's,33,11,22,0.333,-1.75,3.46,4,12,5,9,4,12,2129,2301,63.9,108.3,0.348,0.327,0.531,53.1,62.9,8.8,9.6,0.496,14,34.7,0.245
255,Saint Louis,31,12,19,0.387,2.83,3.06,6,10,9,7,1,10,1953,1933,64.8,96.3,0.398,0.223,0.518,51.2,47.1,9.3,10.5,0.471,18.7,30,0.29
256,Saint Mary's (CA),34,25,9,0.735,13.04,1.95,11,3,15,3,6,4,2684,2253,67.1,98.4,0.368,0.255,0.523,46.9,43.5,8.4,7.8,0.487,17.7,28.2,0.254
257,Saint Peter's,34,20,14,0.588,-0.28,-1.08,11,7,8,3,8,8,2069,2042,65.5,91.3,0.421,0.315,0.468,50.7,52.6,10.9,10.9,0.424,18.2,34.3,0.276
258,Sam Houston State,31,18,13,0.581,-2.38,-3.9,10,6,9,5,7,6,2161,2049,68.6,95.9,0.393,0.323,0.518,46.9,61.1,8.2,6.9,0.482,18.9,27.5,0.267
259,Samford,31,12,19,0.387,-11.39,-4.22,4,14,6,8,5,9,1880,2072,62.2,106.6,0.323,0.4,0.537,57.2,51.2,10.6,11.9,0.506,17.2,36.9,0.228
260,San Diego State,37,34,3,0.919,17.96,6.36,14,2,14,1,11,1,2660,2192,63.7,92.3,0.27,0.3,0.479,45.1,50.1,7.8,6.7,0.444,16.7,29.2,0.194
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
261,San Diego,30,6,24,0.2,-8.6,3.18,2,12,5,9,0,12,1826,2114,65.6,107,0.434,0.284,0.55,55.3,53.3,11.6,9.3,0.508,17.2,35.8,0.309
262,San Francisco,34,19,15,0.559,1.78,3.06,10,4,13,4,5,8,2384,2401,68.6,101.5,0.344,0.362,0.511,47.7,52.1,9.4,10.9,0.476,14.2,28,0.237
263,San Jose State,33,17,16,0.515,-1.54,-0.08,5,11,9,6,6,9,2391,2405,68.1,103.8,0.377,0.352,0.531,49,56.5,6.5,8,0.497,15,29.5,0.258
264,Santa Clara,38,24,14,0.632,3.06,1.25,8,6,15,5,8,6,2810,2690,68.2,102.7,0.451,0.312,0.551,46.8,51.2,9.7,9.6,0.502,18.3,29.4,0.333
265,Savannah State,30,12,18,0.4,-9.06,-2.44,,,6,4,4,14,1818,1808,64.8,91.9,0.45,0.257,0.491,50.7,50.9,9.3,10.2,0.443,19.9,32,0.305
266,Seattle,31,11,20,0.355,-9.26,-2.36,,,6,6,4,13,2138,2352,74.6,101.7,0.468,0.329,0.556,49.8,58.7,11.2,11.4,0.511,20.6,32.5,0.338
267,Seton Hall,31,13,18,0.419,11.03,9.33,7,11,8,7,4,7,2092,2039,68.5,95.2,0.384,0.294,0.499,51.3,50.7,8.8,11.3,0.464,17.9,31.9,0.252
268,Siena,31,13,18,0.419,-3.83,-1.71,8,10,8,7,4,10,2103,2169,68.2,101.4,0.312,0.33,0.52,47.9,51.3,11.9,10.7,0.487,16.2,32.1,0.22
269,South Alabama,28,12,16,0.429,-9.8,-4.34,6,10,8,6,4,9,1969,2041,69.1,104.5,0.355,0.303,0.54,49.9,49.7,9.4,9.4,0.515,17.8,34.8,0.234
270,South Carolina State,32,10,22,0.313,-16.71,-8.57,5,11,8,6,1,13,2119,2276,68.1,103.6,0.442,0.347,0.543,49.1,54.5,11,9.3,0.503,17.6,33.9,0.309
271,South Carolina Upstate,30,5,25,0.167,-12.44,-0.94,4,16,3,8,2,14,1746,2091,64.6,106.6,0.39,0.327,0.55,52.2,56.1,11.1,10.5,0.521,17.2,34.6,0.261
272,South Carolina,30,14,16,0.467,4.17,5.6,5,11,11,6,3,9,2027,2070,68.1,99.6,0.395,0.302,0.516,49.9,53.9,8.3,8.1,0.477,18.1,34.9,0.272
273,South Dakota State,31,19,12,0.613,3.1,-4.04,10,8,10,5,8,6,2533,2285,69.3,106.4,0.331,0.282,0.557,49.6,47,7.2,7.7,0.529,17.1,31.6,0.233
274,South Dakota,33,18,15,0.545,-9.72,-10.48,7,5,13,2,3,11,2632,2507,73.4,102,0.321,0.289,0.521,50.3,52.2,8.1,6.6,0.489,15.5,30.5,0.221
275,South Florida,33,10,23,0.303,4.28,8.89,3,15,7,9,1,12,2044,2196,62.8,104.4,0.388,0.292,0.516,48,58.6,11.9,11.4,0.476,13.9,33,0.269
276,Southeast Missouri State,32,10,22,0.313,-12.27,-5.4,6,12,5,8,4,13,2117,2281,67.5,104.8,0.437,0.285,0.532,50.2,50.1,9.6,9.1,0.485,15.2,31.4,0.313
277,Southeastern Louisiana,29,15,14,0.517,-8.93,-5.4,9,7,9,2,5,10,2031,2003,67.4,102.1,0.414,0.284,0.532,50.6,49.6,8.8,11.1,0.498,17.9,33.7,0.277
278,Southern California,34,19,15,0.559,11.52,7.97,10,8,12,4,5,8,2252,2131,64.3,97.1,0.361,0.315,0.503,49.3,46.2,7.7,7.9,0.462,16,28.5,0.253
279,SIU Edwardsville,29,8,21,0.276,-22.39,-3.67,,,6,8,0,13,1879,2248,70.2,108.6,0.41,0.263,0.551,55.6,58.4,12.1,9.1,0.513,16,36,0.289
280,Southern Illinois,32,13,19,0.406,-2.46,1.48,5,13,8,8,3,9,1953,2079,63.7,101.2,0.424,0.288,0.532,49,51.4,9.2,6.4,0.488,16.8,28.2,0.302
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
281,Southern Methodist,35,20,15,0.571,1.04,-0.39,8,8,15,7,5,7,2262,2147,61.2,99.2,0.305,0.349,0.52,52.7,51,10.1,7.1,0.487,19,33.9,0.218
282,Southern Mississippi,32,22,10,0.688,8.41,1.9,9,7,13,2,6,6,2371,2093,66.1,98.6,0.397,0.364,0.518,44.7,52.7,7.8,7.5,0.483,17.6,29.3,0.265
283,Southern Utah,30,11,19,0.367,-7.8,-3.44,7,11,6,8,4,8,2077,2192,68.2,107.1,0.501,0.326,0.554,47.9,49.4,11,7,0.511,16.7,33.2,0.35
284,Southern,30,4,26,0.133,-25.62,-9.47,3,15,3,11,1,13,1701,2162,67.4,106,0.371,0.332,0.524,55.1,56.3,13.2,9.4,0.492,16.1,38.4,0.248
285,St. Bonaventure,31,16,15,0.516,1.31,1.73,8,8,10,5,6,9,2156,2169,64.9,103.6,0.339,0.324,0.519,47.9,54.6,10.8,7.9,0.482,14.7,31.4,0.24
286,St. Francis (NY),30,15,15,0.5,-5.45,-5.85,10,8,10,3,5,10,2002,1990,67.7,98,0.455,0.275,0.532,53,55.5,8.9,9.2,0.492,21.1,35.8,0.31
287,St. John's (NY),33,21,12,0.636,13.1,10.01,12,6,12,3,5,7,2313,2211,66.5,100.5,0.402,0.4,0.545,50.5,66.6,9.2,9.6,0.508,20.7,33.1,0.282
288,Stanford,31,15,16,0.484,6.4,5.17,7,11,11,5,3,8,2058,2020,65.9,98.5,0.363,0.329,0.528,48.8,51.4,9,7.3,0.491,18.5,29.7,0.255
289,Stephen F. Austin,29,18,11,0.621,-3.29,-7.73,9,7,13,3,5,7,1926,1643,63.2,88.8,0.345,0.318,0.497,44.2,51.6,9.8,7.1,0.464,21.2,27,0.229
290,Stetson,31,8,23,0.258,-10.73,-2.86,6,14,5,8,3,12,1986,2228,66.5,106.3,0.451,0.387,0.551,51.3,60.2,9.9,10.7,0.514,18.2,36.5,0.31
291,Stony Brook,32,15,17,0.469,-6.85,-6.2,8,8,7,7,6,10,1951,1934,62.9,93.9,0.338,0.385,0.489,50.2,53.6,9.7,8.1,0.449,17.9,30.8,0.237
292,Syracuse,35,27,8,0.771,18.85,8.79,12,6,16,3,6,3,2568,2216,66,95.2,0.297,0.388,0.486,47.5,63.3,9.6,7.4,0.455,17.7,33.5,0.198
293,Temple,34,26,8,0.765,12.35,4.23,14,2,14,0,7,4,2400,2124,65.5,94.3,0.264,0.274,0.495,48.2,49.2,7.6,7.7,0.463,17.2,28.7,0.187
294,Tennessee-Martin,33,12,21,0.364,-12.77,-5,6,12,7,7,4,13,2264,2454,69.8,105.3,0.382,0.281,0.551,52.4,57.7,10.3,11.3,0.521,18.5,35,0.26
295,Tennessee State,30,14,16,0.467,-7.12,-4.73,10,8,11,2,3,13,2044,2040,66,101.8,0.356,0.337,0.525,50.3,54.6,8.4,9.9,0.493,17.9,35.4,0.241
296,Tennessee Tech,33,20,13,0.606,-5.64,-5.77,12,6,10,5,7,7,2462,2307,71.5,96.6,0.434,0.325,0.527,46.5,57.3,9.7,7.9,0.486,19.6,29,0.299
297,Tennessee,34,19,15,0.559,11.08,8.73,8,8,10,8,5,4,2376,2296,67.1,99.9,0.375,0.368,0.519,47.4,52.7,9.9,10.3,0.479,17.7,32.3,0.264
298,Texas A&M-Corpus Christi,31,10,21,0.323,-12.31,-2.09,5,11,6,7,2,12,1943,2194,66.4,105.7,0.337,0.322,0.549,49.2,56.9,13.1,8.4,0.517,16.9,32.6,0.242
299,Texas A&M,33,24,9,0.727,12.62,5.94,10,6,15,2,5,4,2254,2009,63.1,95,0.363,0.332,0.503,45.3,52.4,9.8,12.3,0.465,18.1,29.1,0.25
300,Texas-Arlington,29,13,16,0.448,-7.59,-5.47,7,9,9,4,4,12,2055,1993,70.6,96.1,0.453,0.393,0.51,49.7,58,12.3,9.1,0.471,19.7,33.7,0.297
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
301,Texas Christian,33,11,22,0.333,0.96,3.93,1,15,8,8,1,11,2220,2318,67.7,103.3,0.39,0.341,0.55,51.2,57.6,8.6,8.7,0.516,17.2,28,0.271
302,Texas-El Paso,35,25,10,0.714,8.83,2.47,11,5,17,2,5,6,2470,2225,67.6,93,0.333,0.367,0.49,51.7,58.5,9.1,7.3,0.456,18.4,30.8,0.223
303,Texas-Rio Grande Valley,31,6,25,0.194,-16.55,-6.41,2,10,5,9,0,14,2114,2357,69,109.8,0.444,0.34,0.58,52.3,55.8,8.9,9.5,0.546,17.9,32,0.313
304,Texas-San Antonio,34,20,14,0.588,-5.8,-4.93,9,7,11,3,5,10,2384,2363,68.8,101.1,0.358,0.395,0.52,51.1,54.5,8.5,9.3,0.484,17.4,33.4,0.249
305,Texas Southern,32,19,13,0.594,-10.14,-9.02,16,2,9,1,8,11,2056,2092,67.7,95.5,0.396,0.363,0.505,50.7,61.1,12.2,8.9,0.476,19.9,33.6,0.247
306,Texas State,32,16,16,0.5,-7.65,-5.89,10,6,11,3,3,9,2506,2510,76,102.4,0.433,0.325,0.548,50.1,54.7,8.7,5.9,0.513,19.2,31.9,0.296
307,Texas Tech,32,13,19,0.406,4.02,6.18,5,11,11,7,2,9,2342,2411,70.4,106.2,0.391,0.274,0.54,51.5,45.6,9.7,7.1,0.505,16.4,35.6,0.272
308,Texas,36,28,8,0.778,20.82,7.96,13,3,16,2,7,3,2701,2238,67.8,91.1,0.307,0.26,0.463,45.7,41.9,7.8,6.7,0.426,16,30.6,0.211
309,Toledo,32,4,28,0.125,-14.75,-0.88,1,15,4,12,0,16,1853,2247,64.1,108.7,0.333,0.415,0.553,52.8,64.3,12.8,12.3,0.524,16.3,34.5,0.232
310,Towson,30,4,26,0.133,-8.06,-0.52,0,18,2,12,2,13,2053,2279,65.5,115.1,0.343,0.319,0.577,52.8,55.5,9.7,8.4,0.55,15,35.3,0.242
311,Troy,29,8,21,0.276,-9.48,-2.05,6,10,5,6,2,13,2076,2243,71,106.2,0.359,0.401,0.548,51.1,55,10.6,11.2,0.517,16.8,31.5,0.251
312,Tulane,30,13,17,0.433,-0.28,-0.68,3,13,9,6,4,10,2057,1975,65.4,100.3,0.375,0.339,0.55,51.1,59.9,9.3,11.1,0.513,20.4,31.2,0.27
313,Tulsa,32,19,13,0.594,6.06,3.25,11,5,12,3,4,7,2255,2165,66.3,100.5,0.409,0.31,0.521,46,49.3,9.4,9.3,0.474,15.4,26.9,0.296
314,UCLA,34,23,11,0.676,11.7,7.93,13,5,16,2,5,5,2382,2254,66.8,98.2,0.33,0.258,0.496,46.9,49.8,10.3,7.6,0.463,15.3,31.5,0.222
315,Utah State,34,30,4,0.882,13.23,0.5,15,1,17,0,11,3,2449,1995,64.1,90.9,0.339,0.339,0.473,44.3,52.2,8.4,8,0.435,16.4,26.1,0.23
316,Utah Valley,30,19,11,0.633,-7.78,-9.97,11,1,13,3,6,8,2276,2054,69.4,96.6,0.359,0.346,0.497,45.7,47.9,9,8.8,0.47,15.2,26.7,0.224
317,Utah,31,13,18,0.419,2.46,6.56,6,10,9,6,4,9,2078,2177,68.2,103,0.383,0.275,0.509,50.5,52.8,10,11,0.47,13.4,31.6,0.264
318,Valparaiso,35,23,12,0.657,4.24,1.69,12,6,13,4,6,8,2564,2379,67.5,99,0.404,0.331,0.52,49.3,50.4,9.5,9,0.478,18.3,32.7,0.284
319,Vanderbilt,34,23,11,0.676,15.1,6.86,9,7,14,3,5,5,2581,2301,67.6,99.1,0.28,0.315,0.492,48.3,46.2,10,10.1,0.46,14.8,32.1,0.195
320,Vermont,32,23,9,0.719,0.14,-5.33,13,3,12,2,10,5,2147,1972,64.7,94.6,0.28,0.321,0.48,45.3,46.3,9.5,8.4,0.444,15.7,29.3,0.2
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
321,Villanova,33,21,12,0.636,15.05,8.23,9,9,13,4,7,5,2384,2159,65.7,99.2,0.365,0.36,0.505,46.8,59.9,8.9,9.7,0.463,15.6,30.2,0.258
322,Virginia Commonwealth,40,28,12,0.7,8.56,3.78,12,6,11,3,8,6,2864,2673,65.3,101.1,0.341,0.3,0.523,53,53.3,8.9,11.4,0.492,18.6,36.5,0.231
323,VMI,31,18,13,0.581,-4.23,-5.45,10,8,11,5,7,7,2726,2545,78.5,104.1,0.367,0.268,0.537,52.8,53.2,8.5,8.6,0.506,17.6,35.9,0.248
324,Virginia Tech,34,22,12,0.647,13.84,6.29,9,7,12,4,4,6,2390,2133,65.6,94.6,0.312,0.354,0.502,48.7,53.7,7,8.8,0.474,18.7,31.1,0.205
325,Virginia,31,16,15,0.516,6.01,6.55,7,9,11,6,4,6,1918,1935,61.7,100.4,0.288,0.355,0.528,51.8,47,8,12,0.502,17.1,28.5,0.197
326,Wagner,30,13,17,0.433,-6.54,-3.67,9,9,8,5,5,12,2029,2115,67.7,102.4,0.623,0.27,0.538,54.7,54.8,10.4,7.6,0.475,18.9,35.7,0.445
327,Wake Forest,32,8,24,0.25,-4.43,5.51,1,15,7,12,0,10,2151,2469,70.7,109.2,0.324,0.304,0.541,53.8,56.1,11.5,7.8,0.512,14.7,35.4,0.223
328,Washington State,35,22,13,0.629,12.27,6.81,9,9,14,4,5,6,2550,2359,68.5,97,0.326,0.396,0.501,51.4,57.4,9.1,7.8,0.461,17.7,33.2,0.235
329,Washington,35,24,11,0.686,20.12,7.74,11,7,14,2,5,6,2907,2474,72,97.4,0.44,0.277,0.507,47.1,45.6,8.2,6.7,0.464,17.4,31.9,0.299
330,Weber State,32,18,14,0.563,-1.64,-1.74,11,5,11,2,6,10,2243,2144,65.9,101.3,0.389,0.353,0.526,49.3,50.2,9.3,9.3,0.486,15.6,27.6,0.275
331,West Virginia,33,21,12,0.636,16.15,11.03,11,7,12,2,4,6,2303,2134,64,101,0.36,0.324,0.499,47.6,48.8,10,8.4,0.459,15.5,35.5,0.251
332,Western Carolina,33,18,15,0.545,-3.54,-2.86,12,6,11,1,6,11,2303,2275,69.5,98.8,0.474,0.299,0.536,49.7,50.3,9.4,7,0.496,19.7,31.3,0.321
333,Western Illinois,30,7,23,0.233,-15.14,-4.43,2,16,5,9,1,13,1719,1945,63,102.9,0.433,0.334,0.53,53.6,58.1,10.2,8.4,0.487,16.4,30.9,0.304
334,Western Kentucky,32,16,16,0.5,-3.8,-3.15,8,8,7,6,6,7,2242,2263,68.9,101.9,0.311,0.313,0.519,49.8,50.4,9.1,8.1,0.494,17.1,35.7,0.203
335,Western Michigan,34,21,13,0.618,-0.7,-2.52,11,5,12,6,7,6,2440,2321,67.7,99.8,0.358,0.295,0.512,47.2,50.7,8.9,7.3,0.482,16.2,31.4,0.232
336,Wichita State,37,29,8,0.784,12.57,1.79,14,4,14,4,9,2,2690,2281,64.4,94.5,0.359,0.295,0.498,43.7,46.4,8.5,8,0.458,16.4,24.7,0.251
337,William & Mary,32,10,22,0.313,-4.38,0.49,4,14,7,8,2,13,2051,2174,63.5,106.6,0.294,0.368,0.528,51.1,54.7,11.7,11.4,0.497,13.3,30,0.209
338,Winthrop,30,13,17,0.433,-5.38,-3.2,9,9,9,4,4,10,1973,2006,67.1,97.7,0.395,0.35,0.512,49.7,52.8,9.2,9.3,0.474,17.9,31,0.268
339,Wisconsin,34,25,9,0.735,18.77,9.42,13,5,16,0,5,6,2310,1992,57.3,101.5,0.329,0.294,0.523,48.1,46.1,6.8,5.7,0.482,14.7,27.1,0.245
340,Wofford,34,21,13,0.618,4.35,-1.21,14,4,8,4,8,6,2502,2313,64.6,102.9,0.415,0.302,0.541,49.2,45.9,8.9,8.1,0.498,17.4,32.4,0.298
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
341,Wright State,33,19,14,0.576,3.22,1.45,10,8,14,3,5,8,2123,2035,62.2,99.1,0.416,0.357,0.556,53.4,52,7,9.6,0.519,21.4,29.9,0.294
342,Wyoming,31,10,21,0.323,-3.16,3.53,3,13,10,7,0,11,2044,2161,68.1,102.4,0.332,0.365,0.546,52.4,51.6,9,8.5,0.514,19,32.6,0.236
343,Xavier,32,24,8,0.75,11.88,4.41,15,1,14,1,7,4,2306,2067,65.3,97.5,0.35,0.352,0.508,46.7,59.1,8.6,8.9,0.465,16.5,27.7,0.255
344,Yale,28,15,13,0.536,-2.91,-2.72,8,6,9,4,6,8,1908,1885,66.6,99.3,0.352,0.275,0.508,49.8,46.3,8.7,9.9,0.468,15.3,29,0.248
345,Youngstown State,30,9,21,0.3,-6.4,0.93,2,16,9,7,0,14,2072,2226,69.6,105.3,0.435,0.277,0.537,53.6,53.6,8.3,6.6,0.499,15.7,32.7,0.298
